,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,46.08,3.0,2.375,8.0,396.0,4159.0,0.0,0.0,0.0,0.0,a,u,g,c,v,t,t,t,g,False,False,False,False,False,False,False
1,15.92,2.875,0.085,0.0,120.0,0.0,0.0,0.0,0.0,0.0,a,u,g,q,v,f,f,f,g,False,False,False,False,False,False,False
2,36.33,2.125,0.085,1.0,50.0,1187.0,0.0,0.0,0.0,0.0,b,y,p,w,v,t,t,f,g,False,False,False,False,False,False,False
3,22.17,0.585,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,b,y,p,ff,ff,f,f,f,g,False,False,False,False,False,False,False
4,57.83,7.04,14.0,6.0,360.0,1332.0,0.0,0.0,0.0,0.0,b,u,g,m,v,t,t,t,g,False,False,False,False,False,False,False
5,19.67,0.21,0.29,11.0,80.0,99.0,0.0,0.0,0.0,0.0,a,u,g,q,h,t,t,f,g,False,False,False,False,False,False,False
6,22.5,0.415,0.335,0.0,144.0,0.0,0.0,0.0,0.0,0.0,a,u,g,i,v,f,f,t,s,False,False,False,False,False,False,False
7,20.25,9.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,e,dd,t,f,f,g,False,False,False,False,False,False,False
8,25.17,3.5,0.625,7.0,0.0,7059.0,0.0,0.0,0.0,0.0,b,u,g,cc,v,t,t,f,g,False,False,False,False,False,False,False
9,40.25,21.5,20.0,11.0,0.0,1200.0,0.0,0.0,0.0,0.0,b,u,g,e,z,t,t,f,g,False,False,False,False,False,False,False
10,19.75,0.75,0.795,5.0,140.0,5.0,0.0,0.0,0.0,0.0,a,u,g,c,v,t,t,t,g,False,False,False,False,False,False,False
11,42.83,1.25,13.875,1.0,352.0,112.0,0.0,0.0,0.0,0.0,b,u,g,m,v,f,t,t,g,False,False,False,False,False,False,False
12,35.42,12.0,14.0,8.0,0.0,6590.0,0.0,0.0,0.0,0.0,a,u,g,q,h,t,t,f,g,False,False,False,False,False,False,False
13,29.5,1.085,1.0,0.0,280.0,13.0,0.0,0.0,0.0,0.0,a,y,p,x,v,f,f,f,g,False,False,False,False,False,False,False
14,21.33,10.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,c,v,t,f,t,g,False,False,False,False,False,False,False
15,18.58,4.841481927710842,2.3690120481927712,0.0,80.0,42.0,0.0,1.0,1.0,0.0,a,u,g,d,v,t,f,f,g,False,False,False,False,False,True,True
16,22.5,0.125,0.125,0.0,200.0,70.0,0.0,0.0,0.0,0.0,b,y,p,k,v,f,f,f,g,False,False,False,False,False,False,False
17,23.0,4.841481927710842,2.3690120481927712,0.0,320.0,0.0,0.0,1.0,1.0,0.0,b,u,g,m,v,t,f,t,s,False,False,False,False,False,True,True
18,20.83,0.5,1.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,a,y,p,e,dd,f,f,f,g,False,False,False,False,False,False,False
19,41.58,4.841481927710842,2.3690120481927712,0.0,160.0,0.0,0.0,1.0,1.0,0.0,b,u,g,k,v,t,f,f,g,False,False,False,False,False,True,True
20,38.92,1.75,0.5,0.0,300.0,2.0,0.0,0.0,0.0,0.0,b,u,g,k,v,f,f,t,g,False,False,False,False,False,False,False
21,21.17,0.25,0.25,0.0,280.0,204.0,0.0,0.0,0.0,0.0,b,y,p,c,h,f,f,f,g,False,False,False,False,False,False,False
22,34.5,4.04,8.5,7.0,195.0,0.0,0.0,0.0,0.0,0.0,b,y,p,i,bb,t,t,t,g,False,False,False,False,False,False,False
23,33.08,1.625,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,u,g,d,v,f,f,t,g,False,False,False,False,False,False,False
24,19.58,4.841481927710842,2.3690120481927712,3.0,350.0,769.0,0.0,1.0,1.0,0.0,b,u,g,ff,ff,t,f,f,g,False,False,False,False,False,True,True
25,29.25,13.0,0.5,0.0,228.0,0.0,0.0,0.0,0.0,0.0,b,u,g,d,h,f,f,f,g,False,False,False,False,False,False,False
26,46.0,4.0,0.0,0.0,100.0,960.0,0.0,0.0,0.0,0.0,a,u,g,j,j,t,f,f,g,False,False,False,False,False,False,False
27,19.17,0.0,0.0,0.0,500.0,1.0,0.0,0.0,0.0,0.0,b,y,p,m,bb,f,f,t,s,False,False,False,False,False,False,False
28,47.42,8.0,6.5,6.0,375.0,51100.0,0.0,0.0,0.0,0.0,a,u,g,e,bb,t,t,f,g,False,False,False,False,False,False,False
29,27.67,13.75,5.75,0.0,487.0,500.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,f,t,g,False,False,False,False,False,False,False
30,49.83,13.585,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,u,g,k,h,t,f,t,g,False,False,False,False,False,False,False
31,18.42,9.25,1.21,4.0,60.0,540.0,0.0,0.0,0.0,0.0,a,u,g,q,v,t,t,f,g,False,False,False,False,False,False,False
32,40.92,0.5,0.5,0.0,130.0,0.0,0.0,0.0,0.0,0.0,b,y,p,m,v,f,f,t,g,False,False,False,False,False,False,False
33,22.5,11.5,1.5,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,b,y,p,m,v,f,f,t,g,False,False,False,False,False,False,False
34,56.0,12.5,8.0,0.0,24.0,2028.0,0.0,0.0,0.0,0.0,b,u,g,k,h,t,f,t,g,False,False,False,False,False,False,False
35,31.8901906779661,0.5,0.835,0.0,320.0,0.0,1.0,0.0,0.0,0.0,b,u,g,c,bb,t,f,t,s,False,False,False,False,False,False,False
36,19.0,0.0,0.0,4.0,45.0,1.0,0.0,0.0,0.0,0.0,b,y,p,ff,ff,f,t,f,g,False,False,False,False,False,False,False
37,51.83,2.04,1.5,0.0,120.0,1.0,0.0,0.0,0.0,0.0,b,y,p,ff,ff,f,f,f,g,False,False,False,False,False,False,False
38,28.58,1.665,2.415,0.0,440.0,0.0,0.0,0.0,0.0,0.0,a,u,g,q,v,t,f,t,g,False,False,False,False,False,False,False
39,71.58,0.0,0.0,0.0,180.5735294117647,0.0,0.0,0.0,0.0,1.0,a,u,g,c,v,f,f,f,p,False,True,True,True,True,False,False
40,32.25,0.165,3.25,1.0,432.0,8000.0,0.0,0.0,0.0,0.0,b,y,p,c,h,t,t,t,g,False,False,False,False,False,False,False
41,32.0,6.0,1.25,0.0,272.0,0.0,0.0,0.0,0.0,0.0,a,u,g,d,v,f,f,f,g,False,False,False,False,False,False,False
42,23.0,0.625,0.125,0.0,180.0,1.0,0.0,0.0,0.0,0.0,b,y,p,aa,v,t,f,f,g,False,False,False,False,False,False,False
43,20.75,5.085,0.29,0.0,140.0,184.0,0.0,0.0,0.0,0.0,b,y,p,j,v,f,f,f,g,False,False,False,False,False,False,False
44,38.67,0.21,0.085,0.0,280.0,0.0,0.0,0.0,0.0,0.0,b,u,g,k,v,t,f,t,g,False,False,False,False,False,False,False
45,52.5,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,u,g,aa,h,f,f,f,g,False,False,False,False,False,False,False
46,18.75,4.841481927710842,2.3690120481927712,5.0,180.5735294117647,26726.0,0.0,1.0,1.0,1.0,a,u,g,q,v,t,f,f,g,False,False,False,False,False,True,True
47,29.83,4.841481927710842,2.3690120481927712,0.0,224.0,0.0,0.0,1.0,1.0,0.0,b,y,p,k,v,t,f,f,g,False,False,False,False,False,True,True
48,49.0,1.5,0.0,0.0,100.0,27.0,0.0,0.0,0.0,0.0,a,u,g,j,j,t,f,t,g,False,False,False,False,False,False,False
49,39.58,5.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,b,u,g,ff,ff,f,t,f,g,False,False,False,False,False,False,False
50,20.17,8.17,1.96,14.0,60.0,158.0,0.0,0.0,0.0,0.0,b,u,g,aa,v,t,t,f,g,False,False,False,False,False,False,False
51,30.83,0.0,1.25,1.0,202.0,0.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,t,f,g,False,False,False,False,False,False,False
52,41.0,2.04,0.125,23.0,455.0,1236.0,0.0,0.0,0.0,0.0,a,y,p,q,h,t,t,t,g,False,False,False,False,False,False,False
53,41.33,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,c,bb,t,f,f,g,False,False,False,False,False,False,False
54,34.75,4.841481927710842,2.3690120481927712,9.0,0.0,134.0,0.0,1.0,1.0,0.0,b,u,g,r,n,t,f,t,g,False,False,False,False,False,True,True
55,30.25,5.5,5.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,a,u,g,k,v,f,f,t,s,False,False,False,False,False,False,False
56,25.0,11.0,4.5,0.0,120.0,0.0,0.0,0.0,0.0,0.0,a,y,p,aa,v,t,f,f,g,False,False,False,False,False,False,False
57,45.33,1.0,0.125,0.0,263.0,0.0,0.0,0.0,0.0,0.0,b,u,g,q,v,f,f,t,g,True,False,False,False,False,False,False
58,21.5,6.0,2.5,3.0,80.0,918.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,t,t,f,g,False,False,False,False,False,False,False
59,18.83,9.54,0.085,0.0,100.0,0.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,t,f,f,g,False,False,False,False,False,False,False
60,23.5,3.165,0.415,1.0,280.0,80.0,0.0,0.0,0.0,0.0,b,y,p,k,v,f,t,t,g,False,False,False,False,False,False,False
61,18.67,5.0,0.375,2.0,0.0,38.0,0.0,0.0,0.0,0.0,b,u,g,q,v,t,t,f,g,False,False,False,False,False,False,False
62,40.92,2.25,10.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,b,y,p,x,h,t,f,t,g,False,False,False,False,False,False,False
63,23.08,11.5,3.5,9.0,56.0,742.0,0.0,0.0,0.0,0.0,b,u,g,i,v,t,t,f,g,False,False,False,False,False,False,False
64,30.17,6.5,3.125,8.0,330.0,1200.0,0.0,0.0,0.0,0.0,b,u,g,cc,v,t,t,f,g,False,False,False,False,False,False,False
65,36.42,0.75,0.585,0.0,240.0,3.0,0.0,0.0,0.0,0.0,b,y,p,d,v,f,f,f,g,False,False,False,False,False,False,False
66,45.0,8.5,14.0,1.0,88.0,2000.0,0.0,0.0,0.0,0.0,b,u,g,cc,h,t,t,t,g,False,False,False,False,False,False,False
67,28.92,4.841481927710842,2.3690120481927712,0.0,220.0,140.0,0.0,1.0,1.0,0.0,b,u,g,c,v,t,f,f,g,False,False,False,False,False,True,True
68,19.17,9.5,1.5,0.0,120.0,2206.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,f,f,g,False,False,False,False,False,False,False
69,34.92,5.0,7.5,6.0,0.0,1000.0,0.0,0.0,0.0,0.0,b,u,g,x,h,t,t,t,g,False,False,False,False,False,False,False
70,43.25,25.21,0.21,1.0,760.0,90.0,0.0,0.0,0.0,0.0,b,u,g,q,h,t,t,f,g,False,False,False,False,False,False,False
71,17.33,9.5,1.75,10.0,0.0,10.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,f,t,t,g,False,False,False,False,False,False,False
72,24.58,1.25,0.25,0.0,110.0,0.0,0.0,0.0,0.0,0.0,b,u,g,c,v,f,f,f,g,False,False,False,False,False,False,False
73,29.58,4.75,2.0,1.0,460.0,68.0,0.0,0.0,0.0,0.0,b,u,g,m,v,f,t,t,g,False,False,False,False,False,False,False
74,37.75,5.5,0.125,0.0,228.0,0.0,0.0,0.0,0.0,0.0,a,u,g,q,v,t,f,t,g,False,False,False,False,False,False,False
75,47.0,13.0,5.165,9.0,0.0,0.0,0.0,0.0,0.0,0.0,a,u,g,i,bb,t,t,t,g,False,False,False,False,False,False,False
76,22.08,2.335,0.75,0.0,180.0,0.0,0.0,0.0,0.0,0.0,b,u,g,k,v,f,f,f,g,False,False,False,False,False,False,False
77,35.75,2.415,0.125,2.0,220.0,1.0,0.0,0.0,0.0,0.0,b,u,g,w,v,f,t,f,g,False,False,False,False,False,False,False
78,27.83,1.54,3.75,5.0,100.0,3.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,t,t,g,False,False,False,False,False,False,False
79,32.67,5.5,5.5,12.0,408.0,1000.0,0.0,0.0,0.0,0.0,b,u,g,q,h,t,t,t,g,False,False,False,False,False,False,False
80,40.0,6.5,3.5,1.0,0.0,500.0,0.0,0.0,0.0,0.0,b,u,g,aa,bb,t,t,f,g,False,False,False,False,False,False,False
81,16.92,0.5,0.165,6.0,240.0,35.0,0.0,0.0,0.0,0.0,a,u,g,i,v,f,t,t,g,False,False,False,False,False,False,False
82,39.08,6.0,1.29,5.0,108.0,1097.0,0.0,0.0,0.0,0.0,b,u,g,m,v,t,t,t,g,False,False,False,False,False,False,False
83,23.58,0.46,2.625,6.0,208.0,347.0,0.0,0.0,0.0,0.0,b,y,p,w,v,t,t,t,g,False,False,False,False,False,False,False
84,18.83,4.841481927710842,2.3690120481927712,0.0,160.0,1.0,0.0,1.0,1.0,0.0,b,u,g,q,v,t,f,f,g,False,False,False,False,False,True,True
85,23.25,4.841481927710842,2.3690120481927712,0.0,160.0,0.0,0.0,1.0,1.0,0.0,b,u,g,c,bb,t,f,t,g,False,False,False,False,False,True,True
86,25.17,2.875,0.875,0.0,360.0,0.0,0.0,0.0,0.0,0.0,a,u,g,x,h,t,f,f,g,False,False,False,False,False,False,False
87,32.42,3.0,0.165,0.0,120.0,0.0,0.0,0.0,0.0,0.0,b,u,g,d,v,f,f,t,g,False,False,False,False,False,False,False
88,17.25,3.0,0.04,0.0,160.0,40.0,0.0,0.0,0.0,0.0,b,u,g,k,v,f,f,t,g,False,False,False,False,False,False,False
89,34.17,2.75,2.5,0.0,232.0,200.0,0.0,0.0,0.0,0.0,b,u,g,i,bb,f,f,t,g,False,False,False,False,False,False,False
90,28.25,4.841481927710842,2.3690120481927712,2.0,420.0,7.0,0.0,1.0,1.0,0.0,b,u,g,x,v,t,f,f,g,False,False,False,False,False,True,True
91,26.58,2.54,0.0,0.0,180.0,60.0,0.0,0.0,0.0,0.0,a,y,p,ff,ff,f,f,t,g,False,False,False,False,False,False,False
92,21.83,1.54,0.085,0.0,356.0,0.0,0.0,0.0,0.0,0.0,b,u,g,k,v,f,f,t,g,False,False,False,False,False,False,False
93,42.17,4.841481927710842,2.3690120481927712,0.0,92.0,0.0,0.0,1.0,1.0,0.0,b,u,g,q,h,t,f,t,g,False,False,False,False,False,True,True
94,30.0,5.29,2.25,5.0,99.0,500.0,0.0,0.0,0.0,0.0,a,u,g,e,dd,t,t,t,g,False,False,False,False,False,False,False
95,24.58,12.5,0.875,0.0,260.0,0.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,f,t,g,False,False,False,False,False,False,False
96,31.08,4.841481927710842,2.3690120481927712,2.0,160.0,41.0,0.0,1.0,1.0,0.0,b,u,g,c,v,t,f,t,g,False,False,False,False,False,True,True
97,25.0,11.25,2.5,17.0,200.0,1208.0,0.0,0.0,0.0,0.0,b,u,g,c,v,t,t,f,g,False,False,False,False,False,False,False
98,34.17,1.54,1.54,1.0,520.0,50000.0,0.0,0.0,0.0,0.0,b,u,g,cc,v,t,t,t,g,False,False,False,False,False,False,False
99,16.33,4.841481927710842,2.3690120481927712,1.0,80.0,21.0,0.0,1.0,1.0,0.0,b,u,g,aa,v,t,f,f,g,False,False,False,False,False,True,True
100,47.67,2.5,2.5,12.0,410.0,2510.0,0.0,0.0,0.0,0.0,b,u,g,m,bb,t,t,t,g,False,False,False,False,False,False,False
101,31.33,19.5,7.0,16.0,0.0,5000.0,0.0,0.0,0.0,0.0,b,u,g,c,v,t,t,f,g,False,False,False,False,False,False,False
102,35.75,0.915,0.75,4.0,0.0,1583.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,t,t,f,g,False,False,False,False,False,False,False
103,33.25,4.841481927710842,2.3690120481927712,0.0,0.0,2.0,0.0,1.0,1.0,0.0,a,y,p,c,v,t,f,t,g,False,False,False,False,False,True,True
104,31.67,0.83,1.335,8.0,303.0,3290.0,0.0,0.0,0.0,0.0,b,u,g,x,v,t,t,t,g,False,False,False,False,False,False,False
105,33.58,2.75,4.25,6.0,204.0,0.0,0.0,0.0,0.0,0.0,b,u,g,m,v,t,t,f,g,False,False,False,False,False,False,False
106,20.42,7.5,1.5,1.0,160.0,234.0,0.0,0.0,0.0,0.0,b,u,g,k,v,t,t,f,g,True,False,False,False,False,False,False
107,22.92,11.585,0.04,0.0,80.0,1349.0,0.0,0.0,0.0,0.0,a,u,g,cc,v,t,f,f,g,False,False,False,False,False,False,False
108,23.75,0.71,0.25,1.0,240.0,4.0,0.0,0.0,0.0,0.0,a,u,g,w,v,f,t,t,g,False,False,False,False,False,False,False
109,31.75,4.841481927710842,2.3690120481927712,0.0,160.0,20.0,0.0,1.0,1.0,0.0,a,y,p,j,j,t,f,f,g,False,False,False,False,False,True,True
110,36.17,5.5,5.0,0.0,210.0,687.0,0.0,0.0,0.0,0.0,b,u,g,i,bb,f,f,f,g,False,False,False,False,False,False,False
111,48.75,8.5,12.5,9.0,181.0,1655.0,0.0,0.0,0.0,0.0,b,u,g,c,h,t,t,f,g,False,False,False,False,False,False,False
112,23.58,0.83,0.415,1.0,200.0,11.0,0.0,0.0,0.0,0.0,a,u,g,q,v,f,t,t,g,False,False,False,False,False,False,False
113,23.08,2.5,1.085,11.0,60.0,2184.0,0.0,0.0,0.0,0.0,b,u,g,c,v,t,t,t,g,False,False,False,False,False,False,False
114,34.25,3.0,7.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,cc,h,t,f,t,g,False,False,False,False,False,False,False
115,29.25,14.79,5.04,5.0,168.0,0.0,0.0,0.0,0.0,0.0,b,u,g,aa,v,t,t,t,g,False,False,False,False,False,False,False
116,31.58,0.75,3.5,0.0,320.0,0.0,0.0,0.0,0.0,0.0,b,y,p,aa,v,f,f,t,g,False,False,False,False,False,False,False
117,37.5,1.75,0.25,0.0,164.0,400.0,0.0,0.0,0.0,0.0,b,y,p,c,bb,t,f,t,g,False,False,False,False,False,False,False
118,39.17,2.5,10.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,b,y,p,i,h,f,f,t,s,False,False,False,False,False,False,False
119,59.5,2.75,1.75,5.0,60.0,58.0,0.0,0.0,0.0,0.0,b,u,g,w,v,t,t,t,g,False,False,False,False,False,False,False
120,21.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a,y,p,ff,ff,f,f,f,g,False,False,False,False,False,False,False
121,21.33,7.5,1.415,1.0,80.0,9800.0,0.0,0.0,0.0,0.0,b,u,g,aa,v,t,t,f,g,False,False,False,False,False,False,False
122,23.17,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,cc,v,t,f,f,g,False,False,False,False,False,False,False
123,56.75,4.841481927710842,2.3690120481927712,4.0,200.0,0.0,0.0,1.0,1.0,0.0,b,u,g,m,v,t,f,t,g,False,False,False,False,False,True,True
124,29.42,4.841481927710842,2.3690120481927712,0.0,200.0,0.0,0.0,1.0,1.0,0.0,b,u,g,w,v,t,f,f,g,False,False,False,False,False,True,True
125,48.17,4.841481927710842,2.3690120481927712,0.0,0.0,120.0,0.0,1.0,1.0,0.0,a,u,g,i,o,t,f,f,g,False,False,False,False,False,True,True
126,22.75,6.165,0.165,0.0,220.0,1000.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,f,f,f,g,False,False,False,False,False,False,False
127,50.75,0.585,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,b,u,g,ff,ff,f,f,f,g,False,False,False,False,False,False,False
128,36.17,0.42,0.29,0.0,309.0,2.0,0.0,0.0,0.0,0.0,b,y,p,w,v,f,f,t,g,False,False,False,False,False,False,False
129,34.0,5.5,1.5,0.0,60.0,0.0,0.0,0.0,0.0,0.0,b,y,p,c,v,f,f,t,g,False,False,False,False,False,False,False
130,35.17,2.5,4.5,7.0,150.0,1270.0,0.0,0.0,0.0,0.0,b,u,g,k,v,t,t,f,g,False,False,False,False,False,False,False
131,31.0,2.085,0.085,0.0,300.0,0.0,0.0,0.0,0.0,0.0,b,u,g,c,v,f,f,f,g,False,False,False,False,False,False,False
132,21.92,11.665,0.085,0.0,320.0,5.0,0.0,0.0,0.0,0.0,a,u,g,k,h,f,f,f,g,False,False,False,False,False,False,False
133,32.33,4.841481927710842,2.3690120481927712,0.0,440.0,11177.0,0.0,1.0,1.0,0.0,a,u,g,cc,v,t,f,f,g,False,False,False,False,False,True,True
134,27.75,0.585,0.25,2.0,260.0,500.0,0.0,0.0,0.0,0.0,b,y,p,cc,v,t,t,f,g,False,False,False,False,False,False,False
135,41.17,1.335,0.165,0.0,168.0,0.0,0.0,0.0,0.0,0.0,b,u,g,d,v,f,f,f,g,False,False,False,False,False,False,False
136,23.08,11.5,2.125,11.0,290.0,284.0,0.0,0.0,0.0,0.0,b,u,g,w,h,t,t,t,g,False,False,False,False,False,False,False
137,57.58,2.0,6.5,1.0,0.0,10.0,0.0,0.0,0.0,0.0,a,u,g,ff,ff,f,t,f,g,False,False,False,False,False,False,False
138,27.67,2.04,0.25,0.0,180.0,50.0,0.0,0.0,0.0,0.0,a,u,g,w,v,f,f,t,g,False,False,False,False,False,False,False
139,23.58,1.79,0.54,0.0,136.0,1.0,0.0,0.0,0.0,0.0,b,u,g,c,v,f,f,t,g,False,False,False,False,False,False,False
140,26.67,1.75,1.0,5.0,160.0,5777.0,0.0,0.0,0.0,0.0,b,y,p,c,v,t,t,t,g,False,False,False,False,False,False,False
141,32.0,1.75,0.04,0.0,393.0,0.0,0.0,0.0,0.0,0.0,b,y,p,e,h,t,f,t,g,False,False,False,False,False,False,False
142,23.5,9.0,8.5,5.0,120.0,0.0,0.0,0.0,0.0,0.0,a,u,g,q,v,t,t,t,g,False,False,False,False,False,False,False
143,32.75,1.5,5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,b,u,g,cc,h,t,t,t,g,False,False,False,False,False,False,False
144,47.33,6.5,1.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,b,u,g,c,v,f,f,t,g,False,False,False,False,False,False,False
145,43.25,3.0,6.0,11.0,80.0,0.0,0.0,0.0,0.0,0.0,b,u,g,q,h,t,t,f,g,False,False,False,False,False,False,False
146,22.25,1.25,3.25,0.0,280.0,0.0,0.0,0.0,0.0,0.0,a,y,p,ff,ff,f,f,f,g,False,False,False,False,False,False,False
147,24.75,13.665,1.5,0.0,280.0,1.0,0.0,0.0,0.0,0.0,a,u,g,q,h,f,f,f,g,False,False,False,False,False,False,False
148,25.58,0.335,3.5,0.0,340.0,0.0,0.0,0.0,0.0,0.0,b,u,g,k,h,f,f,t,g,False,False,False,False,False,False,False
149,31.08,1.5,0.04,0.0,160.0,0.0,0.0,0.0,0.0,0.0,b,y,p,w,v,f,f,f,s,False,False,False,False,False,False,False
150,33.75,2.75,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,b,u,g,i,bb,f,f,f,g,False,False,False,False,False,False,False
151,18.92,9.0,0.75,2.0,88.0,591.0,0.0,0.0,0.0,0.0,a,u,g,aa,v,t,t,f,g,False,False,False,False,False,False,False
152,19.0,1.75,2.335,0.0,112.0,6.0,0.0,0.0,0.0,0.0,b,y,p,c,v,f,f,t,g,False,False,False,False,False,False,False
153,22.92,4.841481927710842,2.3690120481927712,0.0,120.0,809.0,0.0,1.0,1.0,0.0,a,u,g,q,v,t,f,t,g,False,False,False,False,False,True,True
154,28.0,2.0,4.165,2.0,181.0,0.0,0.0,0.0,0.0,0.0,b,u,g,k,h,t,t,t,g,False,False,False,False,False,False,False
155,26.0,1.0,1.75,0.0,280.0,0.0,0.0,0.0,0.0,0.0,b,u,g,q,v,t,f,t,g,False,False,False,False,False,False,False
156,23.75,0.415,0.04,2.0,128.0,6.0,0.0,0.0,0.0,0.0,b,y,p,c,v,f,t,f,g,False,False,False,False,False,False,False
157,44.25,11.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,y,p,d,v,t,f,f,s,False,False,False,False,False,False,False
158,23.08,2.5,0.085,0.0,100.0,4208.0,0.0,0.0,0.0,0.0,b,u,g,ff,ff,f,f,t,g,False,False,False,False,False,False,False
159,35.0,2.5,1.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,b,u,g,i,v,f,f,t,g,False,False,False,False,False,False,False
160,27.0,0.75,4.25,3.0,312.0,150.0,0.0,0.0,0.0,0.0,b,u,g,c,h,t,t,t,g,False,False,False,False,False,False,False
161,18.92,9.25,1.0,4.0,80.0,500.0,0.0,0.0,0.0,0.0,a,y,p,c,v,t,t,t,g,False,False,False,False,False,False,False
